gde_nr,gde_name,Kanton,Anb_1_change_in_prozent,Anb_1_differenz,Anb_1_entwicklung,Anb_1_gruppen,Anb_1_Name,Anb_1_preis_2018,Anb_1_preis_2019,Anb_1_preis_2020,Anb_1_preis_2021,Anb_1_preis_2022,Anb_1_preis_2023,Anb_1_preis_pro_2022,Anb_1_preis_pro_2023,Anb_1_rang,Anb_1_rang_preis_pro_2023,Anb_1_verbrauch,Anb_2_change_in_prozent,Anb_2_differenz,Anb_2_entwicklung,Anb_2_gruppen,Anb_2_Name,Anb_2_preis_2018,Anb_2_preis_2019,Anb_2_preis_2020,Anb_2_preis_2021,Anb_2_preis_2022,Anb_2_preis_2023,Anb_2_preis_pro_2022,Anb_2_preis_pro_2023,Anb_2_rang,Anb_2_rang_preis_pro_2023,Anb_2_verbrauch,Anb_3_change_in_prozent,Anb_3_differenz,Anb_3_entwicklung,Anb_3_gruppen,Anb_3_Name,Anb_3_preis_2018,Anb_3_preis_2019,Anb_3_preis_2020,Anb_3_preis_2021,Anb_3_preis_2022,Anb_3_preis_2023,Anb_3_preis_pro_2022,Anb_3_preis_pro_2023,Anb_3_rang,Anb_3_rang_preis_pro_2023,Anb_3_verbrauch,change_in_perc_schnitt,anzahl_anbieter
980,Inkwil,BE,21.05,180,1.642,3,BKW Energie AG,22,21,19,17,19,23,855,1035,1135,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,1
981,Niederbipp,BE,29.17,-315,-0.0660000000000011,4,BKW Energie AG,23,26,17,28,24,17,1080,765,798,1893,4500,5.88,-45,0.254,1,Elektrizitätsversorgung Niederbipp,18,15,19,24,17,16,765,720,1966,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.525000000000002,2
982,Niederönz,BE,13.33,90,-0.75,2,BKW Energie AG,28,16,29,23,15,17,675,765,1556,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33,1
983,Oberbipp,BE,20.83,225,6.72,3,BKW Energie AG,27,18,30,29,24,29,1080,1305,1156,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
985,Ochlenberg,BE,0,0,1.262,1,BKW Energie AG,17,21,27,22,16,16,720,720,2196,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
987,Rumisberg,BE,0,0,-0.502000000000001,1,BKW Energie AG,29,17,24,27,23,23,1035,1035,2196,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
988,Seeberg,BE,36.36,360,15.58,4,ELEKTRA Seeberg - Grasswil - Riedtwil,20,16,26,16,22,30,990,1350,547,1,4500,23.81,-225,-6.872,3,BKW Energie AG,25,29,30,21,21,16,945,720,1014,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.085,2
989,Thörigen,BE,7.69,-90,7.126,1,BKW Energie AG,20,25,17,18,26,24,1170,1080,1853,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1
990,Walliswil bei Niederbipp,BE,41.18,315,16.53,5,BKW Energie AG,15,26,24,15,17,24,765,1080,401,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.18,1
991,Walliswil bei Wangen,BE,40.74,-495,-6.706,5,BKW Energie AG,26,30,25,24,27,16,1215,720,414,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.74,1
992,Wangen an der Aare,BE,19.23,-225,2.3,3,BKW Energie AG,23,28,23,17,26,21,1170,945,1246,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23,1
993,Wangenried,BE,20,225,7.896,3,BKW Energie AG,22,28,22,22,25,30,1125,1350,1187,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
995,Wiedlisbach,BE,11.54,-135,15.26,2,BKW Energie AG,16,30,26,18,26,23,1170,1035,1664,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.54,1
1001,Doppleschwand,LU,28.57,-270,-10.626,4,Centralschweizerische Kraftwerke AG CKW,28,30,26,27,21,15,945,675,805,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,1
1002,Entlebuch,LU,33.33,225,0.83,4,Centralschweizerische Kraftwerke AG CKW,24,19,26,24,15,20,675,900,612,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
1004,Flühli,LU,31.03,-405,10.416,4,Centralschweizerische Kraftwerke AG CKW,16,20,25,18,29,20,1305,900,726,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.03,1
1005,Hasle (LU),LU,4.76,-45,1.446,1,Centralschweizerische Kraftwerke AG CKW,22,27,16,20,21,20,945,900,2036,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,1
1007,Romoos,LU,6.67,-90,2.7,1,Centralschweizerische Kraftwerke AG CKW,25,25,24,25,30,28,1350,1260,1927,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,1
1008,Schüpfheim,LU,26.67,180,-4.582,4,Centralschweizerische Kraftwerke AG CKW,27,26,28,20,15,19,675,855,899,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,1
1009,Werthenstein,LU,3.33,-45,9.686,1,Centralschweizerische Kraftwerke AG CKW,25,30,29,17,30,29,1350,1305,2186,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,1
1010,Escholzmatt-Marbach,LU,31.82,-315,-10.072,4,Centralschweizerische Kraftwerke AG CKW,29,27,19,24,22,15,990,675,683,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.82,1
1021,Aesch (LU),LU,50,450,12.862,5,Centralschweizerische Kraftwerke AG CKW,21,17,19,29,20,30,900,1350,235,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
1023,Ballwil,LU,13.64,135,1.004,2,Centralschweizerische Kraftwerke AG CKW,29,18,16,15,22,25,990,1125,1531,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
1024,Emmen,LU,26.67,-360,1.862,4,Centralschweizerische Kraftwerke AG CKW,23,30,23,28,30,22,1350,990,899,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,1
1025,Ermensee,LU,14.29,135,6.2,2,Centralschweizerische Kraftwerke AG CKW,24,26,17,29,21,24,945,1080,1490,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
1026,Eschenbach (LU),LU,43.33,-585,0.388000000000001,5,Centralschweizerische Kraftwerke AG CKW,20,20,22,29,30,17,1350,765,351,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.33,1
1030,Hitzkirch,LU,18.52,-225,-0.37,3,Centralschweizerische Kraftwerke AG CKW,25,18,23,26,27,22,1215,990,1282,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,1
1031,Hochdorf,LU,7.14,-90,-2.416,1,WWZ Netze AG,30,27,24,25,28,26,1260,1170,1895,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,1
1032,Hohenrain,LU,0,0,-2.406,1,Centralschweizerische Kraftwerke AG CKW,30,15,28,22,16,16,720,720,2196,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1033,Inwil,LU,0,0,1.676,1,Centralschweizerische Kraftwerke AG CKW,25,30,16,23,21,21,945,945,2196,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1037,Rain,LU,7.69,-90,4.558,1,Centralschweizerische Kraftwerke AG CKW,30,15,28,30,26,24,1170,1080,1853,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1
1039,Römerswil,LU,31.58,270,17.426,4,Centralschweizerische Kraftwerke AG CKW,15,16,29,18,19,25,855,1125,707,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.58,1
1040,Rothenburg,LU,32.14,-405,9.938,4,Centralschweizerische Kraftwerke AG CKW,19,30,15,22,28,19,1260,855,669,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.14,1
1041,Schongau,LU,100,675,14.844,5,Centralschweizerische Kraftwerke AG CKW,22,18,24,17,15,30,675,1350,1,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1
1051,Adligenswil,LU,0,0,3.648,1,Centralschweizerische Kraftwerke AG CKW,23,15,27,21,20,20,900,900,2196,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1052,Buchrain,LU,38.1,360,6.034,4,Centralschweizerische Kraftwerke AG CKW,28,18,18,27,21,29,945,1305,486,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,1
1053,Dierikon,LU,20.83,-225,2.84,3,Centralschweizerische Kraftwerke AG CKW,20,26,30,19,24,19,1080,855,1156,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
1054,Ebikon,LU,13.04,135,3.772,2,Centralschweizerische Kraftwerke AG CKW,29,18,24,16,23,26,1035,1170,1576,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04,1
1055,Gisikon,LU,20.69,-270,10.768,3,Centralschweizerische Kraftwerke AG CKW,16,17,28,29,29,23,1305,1035,1179,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69,1
1056,Greppen,LU,13.64,135,5.122,2,EWS AG,21,26,28,30,22,25,990,1125,1531,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
1057,Honau,LU,12,135,15.86,2,Centralschweizerische Kraftwerke AG CKW,17,24,26,16,25,28,1125,1260,1619,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
1058,Horw,LU,12.5,135,8.236,2,Centralschweizerische Kraftwerke AG CKW,22,26,18,28,24,27,1080,1215,1592,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1
1059,Kriens,LU,33.33,270,1.106,4,ewl Kabelnetz AG,27,17,17,21,18,24,810,1080,612,877,4500,20,135,-7.678,3,Centralschweizerische Kraftwerke AG CKW,30,20,21,16,15,18,675,810,1187,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.665,2
1061,Luzern,LU,62.5,450,10.918,5,ewl Kabelnetz AG,19,18,23,23,16,26,720,1170,135,572,4500,25,270,17.652,3,Centralschweizerische Kraftwerke AG CKW,15,17,27,30,24,30,1080,1350,948,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.75,2
1062,Malters,LU,41.38,-540,-2.308,5,Steiner Energie AG,29,29,22,16,29,17,1305,765,388,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.38,1
1063,Meggen,LU,33.33,-360,-1.772,4,Centralschweizerische Kraftwerke AG CKW,20,23,30,28,24,16,1080,720,612,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
1064,Meierskappel,LU,25,-270,0.340000000000001,3,Centralschweizerische Kraftwerke AG CKW,22,23,17,15,24,18,1080,810,948,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
1065,Root,LU,16,180,5.276,2,Centralschweizerische Kraftwerke AG CKW,23,23,27,28,25,29,1125,1305,1405,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1
1066,Schwarzenberg,LU,5,-45,9.154,1,ewl Kabelnetz AG,15,16,28,23,20,19,900,855,2018,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
1067,Udligenswil,LU,25,225,9.28,3,Centralschweizerische Kraftwerke AG CKW,19,24,16,22,20,25,900,1125,948,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
1068,Vitznau,LU,24,-270,-0.296000000000001,3,EWS AG,21,26,30,25,25,19,1125,855,1003,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1
1069,Weggis,LU,48.28,-630,-4.978,5,EWS AG,30,19,15,18,29,15,1305,675,268,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.28,1
1081,Beromünster,LU,50,-675,2.43,5,Centralschweizerische Kraftwerke AG CKW,23,17,15,30,30,15,1350,675,235,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
1082,Büron,LU,7.69,-90,19.318,1,Centralschweizerische Kraftwerke AG CKW,16,29,16,28,26,24,1170,1080,1853,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1
1083,Buttisholz,LU,40,270,-1.392,5,Centralschweizerische Kraftwerke AG CKW,29,20,27,20,15,21,675,945,426,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
1084,Eich,LU,16.67,180,5.12,3,Centralschweizerische Kraftwerke AG CKW,28,16,24,21,24,28,1080,1260,1350,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
1085,Geuensee,LU,9.09,-90,1.402,2,Centralschweizerische Kraftwerke AG CKW,21,20,20,29,22,20,990,900,1784,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,1
1086,Grosswangen,LU,40,270,-2.186,5,Centralschweizerische Kraftwerke AG CKW,30,27,20,25,15,21,675,945,426,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
1088,Hildisrieden,LU,16.67,-135,2.918,3,Centralschweizerische Kraftwerke AG CKW,19,15,28,29,18,15,810,675,1350,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
1089,Knutwil,LU,25,225,6.708,3,Centralschweizerische Kraftwerke AG CKW,19,21,25,23,20,25,900,1125,948,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
1091,Mauensee,LU,30.43,315,7.698,4,Centralschweizerische Kraftwerke AG CKW,27,15,16,24,23,30,1035,1350,740,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43,1
1093,Neuenkirch,LU,33.33,270,0.762,4,Centralschweizerische Kraftwerke AG CKW,25,26,21,21,18,24,810,1080,612,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
1094,Nottwil,LU,21.74,-225,-0.163999999999999,3,Centralschweizerische Kraftwerke AG CKW,22,29,19,25,23,18,1035,810,1103,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
1095,Oberkirch,LU,52.63,450,9.132,5,Centralschweizerische Kraftwerke AG CKW,21,17,18,17,19,29,855,1305,229,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.63,1
1097,Rickenbach (LU),LU,13.64,135,0.788,2,Centralschweizerische Kraftwerke AG CKW,29,20,30,25,22,25,990,1125,1531,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
1098,Ruswil,LU,6.25,-45,-8.334,1,Centralschweizerische Kraftwerke AG CKW,28,16,21,21,16,15,720,675,1949,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1
1099,Schenkon,LU,40,270,2.63,5,Centralschweizerische Kraftwerke AG CKW,25,15,22,16,15,21,675,945,426,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
1100,Schlierbach,LU,13.64,-135,-5.636,2,Centralschweizerische Kraftwerke AG CKW,30,22,16,23,22,19,990,855,1531,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
1102,Sempach,LU,7.69,-90,6.35,1,Centralschweizerische Kraftwerke AG CKW,18,18,20,24,26,24,1170,1080,1853,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1
1103,Sursee,LU,3.7,-45,1.324,1,Centralschweizerische Kraftwerke AG CKW,27,24,20,29,27,26,1215,1170,2131,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1
1104,Triengen,LU,26.67,-360,7.698,4,Centralschweizerische Kraftwerke AG CKW,22,18,30,20,30,22,1350,990,899,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,1
1107,Wolhusen,LU,31.25,225,3.406,4,Centralschweizerische Kraftwerke AG CKW,28,15,25,26,16,21,720,945,720,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.25,1
1121,Alberswil,LU,28,-315,1.204,4,Centralschweizerische Kraftwerke AG CKW,19,20,23,30,25,18,1125,810,838,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1
1122,Altbüron,LU,13.79,-180,6.392,2,Centralschweizerische Kraftwerke AG CKW,19,23,23,25,29,25,1305,1125,1521,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,1
1123,Altishofen,LU,42.86,405,7.102,5,Centralschweizerische Kraftwerke AG CKW,24,28,29,21,21,30,945,1350,360,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.86,1
1125,Dagmersellen,LU,28,-315,1.814,4,Centralschweizerische Kraftwerke AG CKW,18,20,24,28,25,18,1125,810,838,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1
1127,Egolzwil,LU,33.33,315,3.244,4,Centralschweizerische Kraftwerke AG CKW,30,18,25,21,21,28,945,1260,612,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
1128,Ettiswil,LU,20,-270,5.034,3,Centralschweizerische Kraftwerke AG CKW,23,27,18,27,30,24,1350,1080,1187,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
